word,id,mark,definition,pronunciation,example
midday,a44ffc4d-adb2-4728-9cad-39ec2f82bcb3,false,,,
might,33ed8e66-7c99-4d04-a60a-3a62e70bdf9c,false,,,
mildly,84d60cf6-2a84-4073-bff3-6b8770beaef1,false,,,
milestone,37f02be5-a368-4b1c-b624-89019104a592,false,,,
milieu,5306cade-7c21-46ca-879c-37903665411e,false,"environment or surroundings, especially of a social or cultural nature",MILL yoo,
minefield,64e5ddeb-0b64-4449-bf96-807c43a21dbf,false,,,
mingle,2af240e8-374c-4f35-a9da-1860d97e65a7,false,,,
miniscule,cbe1b853-4c2c-4923-8978-eabb038d6e12,false,very tiny,,
minority,e730ad38-0164-4c8d-b12c-5f771059abb5,false,,minority opinion,
minutest,073b003d-fa8f-4790-b92e-8416e3efaf51,false,,MYE noo TIST,
minutiae,63e67b6a-4950-49e2-81c8-f7fa077e3e16,false,,,
mirage; mirage-like,ce040992-146a-4376-a30f-9cb675a9bc43,false,unreal reflection; an optical illusion,muh RAJ,Her beauty was mostly a mirage created by the art of cosmetics.
"mire, mired [in]",2e5c3d08-de85-4295-a363-b072a651b683,false,to involve; entangle,,
mirth; mirthless,d9fa1ad2-b701-4833-bcca-eff5520b0e6e,false,amusement or laughter,,
mischief,acf25090-bc7a-44d7-bf10-179c81000771,false,,,
mischievous,d295866b-e23c-4042-8985-a7d51066c0fb,false,maliciously or playfully annoying,,
misconceive; misconception,8b3e02f2-b4ff-4a38-bfcd-5789ea36775d,false,,,
misconduct,fd24a9d4-1d40-46e9-af82-7a8d491bc0f9,false,,,
misconstrue,88c7a879-eeea-45d4-8077-5e6b8e2d7b30,false,,,
miserly; miser,1c2844b3-fa8e-4121-ad5d-51343dc86dcb,false,penurious; stingy,,
misgivings,a8669450-ca30-405b-a74c-fa354cd314fe,false,,,
mislead; misleadingly,5ed7e7d3-7af7-4c0b-96b0-4f47923acb57,false,,,
"mispeak, mispoke",2369f16c-f66e-457e-8ad5-4fc0b593a094,false,"to speak incorrectly, inaccurately, inappropriately, or hastily",,
missclassification,72ff3260-a5f2-4f64-83c9-6a16febd9bd4,false,,,
misvalued,cc3cbe16-b097-43a6-bd6f-5b59ffc5e1c9,false,,,
mitigate,871bbdef-0c95-4b51-87ff-2b2476c1e722,false,to moderate the effect of something,,
mnemonic,4397234b-7926-4400-b7d9-b72e1169fdae,false,,,
moan,45c304bb-7036-4df5-8d1a-9004a4d6b927,false,,,
mobile,ee88bca2-8911-4862-8b87-68de03e5900c,false,,,
mobilize,88f200c2-4ffd-4b01-9a64-a7b5097a73b5,false,,,
mock; mockery,4dc3d6e1-80d2-42ad-a2d2-c573d6d040ff,false,constituting a copy or imitation of something; the act of mocking or ridiculing; treat with contempt,,
modal; modalities; modality,05805c07-6a71-4d88-ba90-7fc7daf2b11a,false,,,
mode,a061e15f-6b4a-4b2a-a2dc-97e83bb49889,false,a way or method of doing something; type; manner; fashion,mowd,dressed in the mode of his contemporaries; a laid-back mode
restraint,a17bff80-7e40-4304-a4a1-0d1c42c069ab,false,,,a model of restraint
moderate (v.); moderation,c308b05f-1251-4909-8151-b36b9407afad,false,"to reduce excessiveness, severity, or intensity",in moderation,
modicum,8405dc89-e7ac-4356-b540-8c52273d6f2e,false,"a small, moderate, or token amount",MAHD ik um,
modular,b7064a8d-ca06-4124-8eeb-71e25022fc07,false,,,
modulate; modulated,01027420-fa82-40eb-ad5a-b7cda5f38cd1,false,"to reduce or regulate; to lessen the intensity of; temper, control",MAHJ uh layt,
mollify; mollifying,e74dff84-501f-4188-925e-603bb2deb9b3,false,"to quiet, to soothe, to lessen, making more agreeable, concliatory",,
momentarily,3d28c2f2-239c-40f3-928e-fc3ba4da7637,false,,,
momentary,493cfbb5-a7bb-4be7-9143-a85934f7cc2b,false,,,
momentous,c612e74a-e61b-4bd8-8a0e-10fd1a2759fa,false,,,
momentum,cd1dc976-6d6d-4fc4-9095-101c07696a1c,false,,,
monger,dead6c96-5695-411d-89f7-4963043d6a93,false,"eg, race monger, excuse monger",,
moniker,94f60da4-74e4-4168-93dc-0ab553e32837,false,,,
"monoline, multiline",4ac42aa3-be1f-45b9-b3b1-dae3feae16dc,false,,,
monolithic,826660cc-9a41-45bc-9047-a0b7d2d94478,false,"massive, solid, uniform, and unyielding",,
monotonically,386bd285-87a0-4026-8f97-2bd456bee266,false,,,
monotonous; monotonously,5a52580a-5ac5-4287-8877-87b38bf0579d,false,lacking in variety,,
moot,f0e01baf-0cae-4ede-99f0-9ba80df256e1,false,"rendered irrelevant by circumstances, no longer of practical significance",,are moot
morass,7f16614e-bde4-4964-95ee-3037fd235e4d,false,"any confusing or troublesome situation, especially one from which it is difficult to free oneself; entanglement",MUH ras,
moratorium,a01e3e4e-03ca-4d24-b9e1-f1608d7ddf7c,false,a suspension of activity,,
morbidity,ee0148c6-92c3-4a75-a872-1616a019cf1f,false,,asthma morbidity (intensity?),
moribund,61daddf5-2944-4cfc-91cc-a1dfb026742f,false,,,
morose,c6aa4f23-a453-43ab-a4a4-75ea83445291,false,gloomy; sullen,,
"mortify, mortified",b9f6143b-0e41-4793-bc0f-e0c182eee352,false,to humiliate,,
mosaic,991870d9-2aaf-4bb9-8fd8-d1c76fddd1ba,false,a design or decoration made up of small pieces,,
"motility, motile",3168f734-47ad-480e-b69e-b94e5990cf2b,false,spontaneous movement,,
motivator; motivator,2315d8c6-dacc-4172-b1d5-cc01fd7b8799,false,to provide with an incentive or a reason for doing something; impel; to cause to be enthusiastic,primary motivator; secondary motivator; motivating agent,
motive,ffe209e3-d190-41ce-9801-e7c5744e8698,false,"incentive, stimulus",,
mount; mounted,7970aa37-a6ac-4ac4-8c09-0f2f36842780,false,,the deficit mounts,
mounting,c2e3225e-326d-49e9-9bbb-c02f2f37dbd1,false,,,
mourn,0508eac2-82bf-4008-966e-36d11defa916,false,,,
muddle,7f8bf37c-4b53-4f08-bfdc-655c67c29fbc,false,to mix up in a confused manner,,
multifaceted,6e59a48b-4016-4918-b1b8-7e1a747cd4b2,false,having many sides; having many different aspects or features,multifaceted task/problem,
multifarious,ab70ece7-534b-4418-988c-d68b5140927d,false,"many and various, diverse",mul ti FAYR ee us,
multilateral,33472323-bc57-48e4-85b7-96f28634cff1,false,involving more than two groups,,
multiple expansion (price-multiple expansion),549f4620-d799-413b-91dd-143b20af4e8b,false,,,
multiplicity,b630d3f8-21e2-43ff-b8af-5e90759d09e3,false,a great number; state of being various or manifold; variety,mul tuh PLI sit ee,
multitude [of],0d475446-4ec0-4b7b-9b96-ca959985b956,false,,,
mundane,f75d2399-db82-42f9-ab88-93484a051918,false,ordinary; pretty boring; not heavenly and eternal,,
"munificent, munificently",9c472dbc-99e8-4fa7-a750-e84e8e66648f,false,"very generous; lavish, characterized by great liberality",,
murky,ee20c258-8251-4222-96e0-5727c938ecb7,false,,,
muse,8eba0b13-29c2-46d0-97c9-1c07355f3ef5,false,to ponder; to meditate; to think about at length,myooz,he never mused over what the problem might be; Chess is a musing game of skill; muses over all the possible moves; it is fun to muse about what you would do if you actually won
mutable,656f42c7-abed-474a-82ee-8774fd4a3f46,false,changeable,,
muted,01e1a034-6cd5-455f-9968-538d81d51e25,false,,,
muttered,8e7f881f-9118-4e67-bb49-ad1ff5010ffe,false,,,
mutual,1fff7364-20cf-4a4f-a1f0-7b8aa1f0b0cd,false,"sharing the same emotion, doing the same to or for eachother",,
"myopia, myopic",004499b7-dbdd-4214-85b1-c54d4846552f,false,nearsightedness; lack of foresight,mahy-op-ik,
myriad (n or adj),8ae3f099-fa11-4017-a377-013483056c6f,false,an extremely large number,MIR ee ud,a myriad of career opportunities; a myriad of stars; a myriad of things to do
naïve,015ea288-f252-43b8-8526-35cc013af830,false,,,
naïve; naivete,ecec4e20-43e0-4323-b356-961ba37dd969,false,,,
namely,31238806-2def-40b0-8952-e5ddc02753e7,false,,,
narcisistic,908b83ef-e01d-45b2-a9fe-0b2ea5267c89,false,having an excessive self-admiration,,
narrowed,c06a435c-cc28-4674-a5e1-0c8c6d331cc3,false,,,
nascent,22e62649-5a5a-464c-9a1e-e4ecdbe54f2b,false,"beginning to exist or develop, about to be; still in the early stages of growth  and development",NAY sent,
navigate; navigation,eb900de1-cf42-43f0-98b6-48fb45dbceb5,false,,,
near; nearby,d43b62f1-0a59-4fbb-8f80-74f0be270353,false,,antonym: distant,
nebulous,b85be0a5-17ce-4a6c-a100-8b869d2b31bc,false,an idea or plan that is vague and not well thought out; ill-defined; lacking concretes; vague or indistinct; unclear; hazy,NEB yuh lus,
necessarily,f4c58eaf-e6e9-4be9-a91c-fde052abcdbc,false,,,
necessitate,b0aa40aa-a80e-4adf-aebb-867059bc76d2,false,,,
nefarious; nefariousness,6f1c46ff-42b9-4a4a-87c8-ab00d785f6bc,false,disreputable; unethical; detestable; extremely wicked or villainous; iniquitous,huh FAYR ee us; nefarious intent,
negation,665d5273-2408-4166-9cd8-03b9e81b4456,false,,,
"neglect, negligence",8f24b035-af16-45e8-9651-0ae73af1b3f5,false,carelessness; failure to exercise the care that a reasonably prudent person would exercise in like circumstances,,
neophyte,238b853a-31d7-4068-bbb1-ca4e718454dc,false,a beginner,,
nepotism,53dee56c-d6f9-462e-874a-3d5bf0731ac4,false,showing favoritism to family or friends in business or politics,NEP uh tiz um,He was not above a little nepotism
neurosis,01907ac9-de45-4f5a-84d4-322f1f796fea,false,,,
neurotic,e2091bc1-1468-4013-bb33-31abf498ced9,false,,,
neutral; neutrality; neutralize,f1b20dae-24cf-4e6e-89b7-3b2c2833df76,false,,,
nexus,41b29919-3d7a-40d8-b3c1-8de966826a9f,false,"connection; interconnection, link",,
niceties,6273cdbe-72d7-4a58-9807-4eae7758fcd7,false,,,
"nick, nicked",e7e36266-394d-4120-a548-f225eb350053,false,to cut into or through slightly,,
"nihilistic, nihilism",c24abc48-d09a-4a59-943d-efce455d56f8,false,the belief that there are no values or morals in the universe,,
nimble,76d5da27-bbb8-4c83-a3c0-ebd7c4f47164,false,light and quick; active and sure-footed; quick moving,nimble in avoiding the difficult questions,
"nominal, nominally",c17a4d07-0da6-44d9-963f-a1c928556a45,false,"in name only, not actual; insignificant; a thing of relatively minor importance; an insignificant amount or volume of something",,
nominate,115a9da1-7013-496a-b62e-dfb9234ffbea,false,,,
nominative,1f3f88e7-5779-4dce-ad7b-c40afd0952c3,false,,,
essential; nonessential,28d35754-6a70-4679-9faf-89fae3f7528b,false,,,"essential, not incidental to; Is it essential or incidental?"
nonsense; nonsensical,9d8318c3-1df1-42d1-bee1-cc2f9c735359,false,,,
nontrivial,0ae957be-5074-47d2-a598-1d88b71e2fee,false,,,
non-trivial,e101c0a5-8bd5-4549-b1d6-9f3ad38357a4,false,,,
nook,cf02083e-a76a-477d-9f75-63f35f4ff903,false,,,
normalcy,4175acd2-130e-412c-91de-477339c07127,false,,,
normative,94e154b6-0862-47dd-a751-f38220a1c78b,false,"of or pertaining to a norm,  especially an assumed norm",nawr-muh-tiv; normative source,
nostrums,54382803-5285-427f-a28a-516e22fea17d,false,,,
notable; notably,04b095a3-43db-42a4-8494-e5237c40a327,false,,,
notation,01b562aa-ea2e-41ff-9e7f-8f973a7a2351,false,,,
notion,c4f28f08-2722-4cec-9a19-dbf7742af85f,false,,,
notional,5bca8f02-8b6a-4e50-a371-e7de9f2475ee,false,"Existing as or based on a suggestion, estimate, or theory, not existing in reality; effective value",,
notional; notionally,89cf70ea-e6d2-495f-b521-47fb1edfb1af,false,,,
notoriety,e326b883-a459-4d80-a9f8-1ffd70f75567,false,,,
"notorious, notoriously",b2adf55b-ab9f-46bd-8e9e-b2096377d4d3,false,,,
notwithstanding,80cab24f-23ba-4197-bca7-643b7bda1a38,false,in spite of; without being opposed or prevented by; although,,
"novel, novelty",633d2be0-751b-450e-bb5b-14c1596ce65f,false,new and innovative,,
noxious,314dc0cc-3c67-4897-8798-4d470df0817b,false,physically or mentally destructive; morally harmful; offensive; pernicious,NOCK shuss,cheap perfume is sometimes noxious; noxious fumes of the fire
nuance; nuanced,afaafc03-b95e-4cf6-be03-b16e02a2f292,false,"a subtle difference or distinction in meaning, expression, or tone",bittersweet nuance; nuance of disdain,
nullify; nullified,1001ad8c-69c7-4883-a82e-f370a67e75cd,false,"to render or declare legally void or inoperative: to nullify a contract; to deprive (something) of value or effectiveness; make futile, valueless, or ineffective",,
numerous,325a227e-5187-4c5b-a454-0a4bc7ef3f23,false,,,
obdurate; obduracy,ff1b6222-7008-4928-9365-93cfc683304d,false,the quality or state of being hard or resistent,He was obdurate and resisted the pleadings of his friends.,
obfuscate,e0f5d1cf-d933-410d-99a0-07e97791df86,false,to darken; to confuse; to make confusing,AWB foo skate,obfuscate what we already know
object  [that],a7dfa2ce-092d-4e67-bd32-7bbe706827d7,false,,,
obligation; obligatory,c57d2d86-daab-4d25-911b-83d438bfe551,false,,,
"oblique, obliquely",59673460-eab8-448b-a2f6-b1cea23c4f21,true,at an angle neither perpendicular or parallel; indirect or evasive; not straightforward,oh BLEEK,oblique angles; An oblique triangle has no right angles.; politician's oblique answers to the press's questions raised many questions about his integrity.
"oblivious, oblivion",bdcc97c6-2bc3-4608-9fb7-ef6bd0f464fc,false,unaware; total forgetfulness; the state of being completely forgotten or unknown,,
obscene,c4b17ca6-ff5d-4068-9498-04c12d749563,false,,,
"obscure (v, adj), obscurity",6a4de2bf-e4d2-470f-9a22-5b2e0d50b3e5,false,unkown; hard to understand; dark,obscure the facts; obscure rather than elucidate,
obsequious,279c43b6-4361-4303-a921-dd1163984475,false,excessively submissive; fawning and servile; obedient or attentive to an excessive or servile degree; sycophantic,ub SEE kwee us,
observe; observation,be511918-ff67-4561-8c1e-8470a570d91b,false,,,
obsessive,fe725826-5eac-4496-be76-a983ed3b4ee5,true,,,
obsolete; obsolescence,2ccb5a90-dfbe-4c15-9b73-500e111d7dbc,false,,,
obstacle,de5aacd9-4b43-454b-b0f5-8259b41d8ff1,false,,,
obstinate; obstinately,cf64a4fe-69d1-424e-8c33-9eebec14aceb,false,"intractable adherence to a purpose, opinion, or idea; stubborn",OB stin it,
obstruct; obstructed; obstruction,bfd1e0d1-5f93-4a21-b922-00f3f8de51ed,false,,,
"obsure, obscured, obscurity",be5d7864-ccbc-4db4-b51e-4b2a7d5b6243,false," to conceal or conceal by confusing;  not clear or plain; ambiguous, vague, or uncertain",,
obtain,04d080cc-f326-409c-a210-bea61c89dc45,false,,,
obtrude,822db2a4-44d9-432b-86d6-8548136afbfd,false,to thrust out; push forward,,
obtrusive,e6822c58-1c75-417a-98e5-ab5e77b6f3fd,false,,,
obtuse; obtusely; obtuseness,b014a609-ee99-485d-8328-9b3dd9b8b83f,true,lacking intelligence; not quick or alert in perception or feeling; insensitive; dull-witted; dimwitted,ob TOOS,Don't be obtuse.; The obtuse boy failed every class.; The contract was so obtusely written that she had to rewrite the whole thing.
obviate,12a065d9-4cb0-467a-a570-9c304e622aba,false,to make unnecessary; to avert,AHB vee ayt; obviates the sins,
occasion,31e3c762-f731-4b65-956c-6bec262cd4c4,false,,,
occupy; occupied,d26ca00d-98b6-4ee9-9711-ee6bfd9ac161,false,,occupied [with],
occur; occurrence,79c787f0-5286-4b58-a3da-7b6c595cd0cd,false,,,
oddly,6dce809b-eb3b-4391-97d8-136b85cca8db,false,,,
odious,abc97409-be2c-4d1b-b051-09dde41e92be,false,extremely unpleasant; repulsive,,odious decision; an odious character
offense; offend; offensive,619b24a7-1cb8-4f82-8d17-a42d901bb321,true,an injury; to take injury; injurious,Don't be so quick to take offense.; actionable offense,
offhand,b8cb18f4-56f0-4d8f-8058-ae031431ec37,false,,offhand statement,
official,6a3ae075-1603-48b5-b6be-5a5f15fe3092,false,,,
officiate,4b3626d5-8039-4f75-9509-2e25f0628692,false,,,
officious,cf2a40cc-b202-4b8d-acf3-130119de5146,false,annoyingly eager to help or advise,uh FISH us,
offload,d0454767-5018-4ede-aab2-74354f71956c,false,,,
oligarchy,b616a0fe-d569-4e15-a6a9-875eebeeaa9a,false,government by only a very few people,AHL uh gahr kee,
ominous,506590a8-de8f-4213-bd32-79fe184d3927,false,"threatening, inauspicious, unfortunate",,
ominus,e2c61765-e987-417e-88e0-d746a3eefc6f,false,,,
"omit, omission",5428869b-64bb-4221-81d1-4a51502038e5,false,,,
omnibus,4e6c0c0f-faa3-4101-8585-eb2768abf9d3,false,"of, relating to, or providing for many things at once",,
omnipresent,d1356fd9-3fb9-4622-acb5-46beab874d2f,false,present everywhere simultaneously,,
omniscient,b7c130df-587b-406b-a468-7b3e2e7c0cc1,false,describes someone who knows everything,,
on cue,6c84df39-f7cd-4e13-8945-c652984e034d,false,,,
onerous,802c3941-edff-4e69-812b-c2b426c2879b,false,describes a difficult task or heavy responsibility that one does not desire,O ner us,
ontological,676a6072-10f8-4876-842d-a849648a7b62,false,of or relating to being or existence,,
onus,622425de-baf1-4476-aa7c-0476e0090dce,false,something that involves considerable difficulty or annoyance; a burden,,
"opaque, opacity",99eb6c81-8524-455e-974d-85a5102ee504,false,impossible to see through; impossible to understand; obscure,oh PAYK,
operative,1d26966e-9b7f-467c-b802-06b2ea1f2ed3,false,,,
opine,f04818ca-a938-4d0f-b895-5940a3dca9f1,false,to give a formal opinion about,rashly opine,
opportune; inopportune; opportunists,49850608-05b6-4506-8d0b-dfe5c2d0e68f,false,occurring or coming at a good time; appropriate,ah pur TYOON,opportunist; opportunely; the opportune moment for announcing; an opportune time for …
opposition [to],1c36d62d-961a-4aa2-bf7c-18be4a69f9fe,false,,stiff opposition,
oppressive,11ea4871-4935-44e1-837e-1d320309fc2b,false,,,
optimal; optimally,acae1902-47da-4d0c-8793-e2d5ca6b8f02,false,,,
optimize,aa4fb9ca-2b08-4ff5-b347-5258ca702706,false,,,
optionally,6dba7553-d8bf-460e-a39e-70357adf233e,false,,,
opulent; opulence,4687e22c-11dd-4346-9dc8-c8a9e0a739af,false,displaying great wealth,OP yoo lent,
"oracle, oracular",4cb23a4a-2025-4e1d-b48f-b99d3c9e21c9,false,,,
orally,b6518ac6-dc77-432d-a878-93545c20a15a,false,,,
order,2e8d7ffc-9fb2-403c-abc7-0dca4d0e5b97,false,,,
order of precedence,90a3103b-5862-4e7f-a2e5-14b2ca8440fb,false,,,
ordinary; ordinarily,f96e6eae-66c0-45c9-8064-491dfac78a5c,false,,,
ordinate,acfa1b3a-c2a0-44fe-9eda-021d61a21ef1,false,,,
orientation,2770dbbc-7237-4ae0-a0a2-5b6d9444b271,false,,,
origin,db04384e-c28f-4f17-95c0-d23d0034214e,false,,,
orthodox; unorthodox,d6f3ac7e-2e09-4b2d-b837-e77ebc3fa950,false,"conventional; adhering to established principles or doctrines, especially in religion; by the book",OR thuh dahks,An orthodox religion is one that holds fast to historical views that have not changed.; The orthodox view of the earth is that…
oscillate,555e7546-718f-4b46-983d-a99df9337021,false,to swing back and forth; to pulsate; to waver or vacillate between beliefs or ideas,AHS uh layt,
osmosis,a093bcde-43d1-4959-90ce-4c25f8827d4f,false,a gradual or subtle absorption,ahs MOH sis,
ossify,fb928226-79e4-4713-bcda-734764e2fb92,false,to convert into bone; to become rigid,,
"ostensible, ostensibly",1ab8e6bd-76b4-4a33-b88f-a1220ced887a,false,seemingly; apparently; professed,ah STEN suh bul,
ostensive,ff55dfb6-93e8-4272-82b2-e91babf6160f,false,,,
ostentatious,bb457e46-5a61-49f4-bf67-52980f2ed1b7,false,"excessively conspicuous; flashy, boastful",,
ostracize; ostracism,319bf72d-da1c-4106-a700-9d95ba901d19,false,to exclude from a group; to shun,AHS truh syze,felt ostracized; he was ostracized by his teammates as well
otherwise,bfa77eb7-e284-4597-ba84-b65ad0e1a2d5,false,,,
