word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
hatsukoi,first love,初恋,,,,,,,,,,,,,,,,,,
shoshinsha,beginner; novice,初心者,"ゴルフの初心者なので、まだ下手です。(I am a novice golfer, so I play poorly.)",,,,,,,,,,,,,,,,,
shoka,early summer,初夏,,,,,,,,,,,,,,,,,,
hatsumou,first shrine visit of the new year,初もう,,,,,,,,,,,,,,,,,,
hajime ha,at first,初めは,,,,,,,,,,,,,,,,,,
hajimete,first time,初めて,hajimete no ~,,,,,,,,,,,,,,,,,
hatsu,first; new,初,,,,,,,,,,,,,,,,,,
retsu,queue; line; row; column; sequence; string; train,列,,,,,,,,,,,,,,,,,,
sekkai,incision; operation,切開,,,,,,,,,,,,,,,,,,
kippu uriba,ticket vending area; ticket office; ticket sales,切符売り場,,,,,,,,,,,,,,,,,,
kippu uriba,ticket machines,切符売り場,,,,,,,,,,,,,,,,,,
kireru,"to break, cut off, expire",切れる,この電気スタンドきれてるよ。 (This desk lamp doesn't work.),,,,,,,,,,,,,,,,,
kiru,to cut; to sever; to turn off; to break; to split; to crack; to run out of; to be used up; to be sold out; to shuffle (cards),切る,カードを切りなさい。(Shuffle the cards.),kirimasu,,kiranai; kirimasen,,,,kirinasai,,u-dropping,,kireba,,,,,,
kirikaeru,to change; to exchange; to convert; to renew; to replace; to switch over,切り替える；切り換える,,,,,,,,,,,,,,,,,,
buntai,squad; team,分隊,,,,,,,,,,,,,,,,,,
bunryou,amount; quantity,分量,,,,,,,,,,,,,,,,,,
bunya,field; realm,分野,,,,,,,,,,,,,,,,,,
bunseki teido,amount of analysis; degree of analysis,分析程度,,,,,,,,,,,,,,,,,,
bunsuu,fraction,分数,,,,,,,,,,,,,,,,,,
bunben,delivery; childbirth,分娩,,,,,,,,,,,,,,,,,,
bunkatsubarai,payment in installments; installment payments,分割払い,,,,,,,,,,,,,,,,,,
wakeru,"to separate; to divide (into); to split (into); to part; to divide up, to classify, to sort out, to divide out; to distinguish (between); to differentiate (between)",分ける,,wakemasu,wakete,wakenai,wakemashita,wakenakatta,,wakenasai; wakeruna,,,,,,,,,,
wakareru,to separate,分かれる,4ちーむに分かれなさい。 (Make four teams.),wakaremasu,wakarete,wakaremasen,wakaremashita,wakaremasen deshita,wakarerareru,wakarenasai,,2 (ru-dropping),,,,,,,,
wakaru,to understand,分かる,"分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)分かり (understanding; comprehension); wakatta deshou. (would have understood)
Kantanna mondai datta node, kotae ga suguni wakatta. (Since it was an easy question, I was able to tell the answer right away.)",wakarimasu,katatte,wakaranai,wakatta,wakaranakatta,,,,,,wakareba; wakattara,,,,,,
bun,part; portion; share; segment; degree; relation; duty; kind; lot,分,"二人分 (futari bun) - portions for two people, enough for two people; 分 han bun - half; 部分 bu bun - a part; 気分 ki bun - feeling, mood",,,,,,,,,,,,,,,,,
katana,sword,刀,,,,,,,,,,,,,,,,,,
shusshin,"person's hometown (town, city, country, parentage, etc.); hometown; coming from",出身,どちらのご出身ですか？(What is your hometown?),,,,,,,,,,,,,,,,,
shukkou suru,to depart,出航する,,,,,,,,,,,,,,,,,,
shuppatsu suru,to depart; to leave,出発する,,,,,,,,,,,,,,,,,,
shussan,childbirth; giving birth; delivery,出産,,,,,,,,,,,,,,,,,,
dekisokonai,failure; dead loss; washout; badly done; good-for-nothing,出来損ない；でき損ない,,,,,,,,,,,,,,,,,,
dekigoto,event; incident; things you do; things that happen,出来事,,,,,,,,,,,,,,,,,,
dekirukagiri,as … as can,出来る限り,,,,,,,,,,,,,,,,,,
dekiru,to be ready; to be able to (do something); to be made; to be possible; to come into existence,出来る,ご飯が出来たよ。(Dinner is ready.),,dekite,,dekita,,,,,,,dekireba; dekinakereba,,,,,,
shucchou,business trip,出張,,,,,,,,,,,,,,,,,,
shukkoku shinsa,passport control (leaving Japan),出国審査,,,,,,,,,,,,,,,,,,
deau,to encounter; to meet; to come across,出会う,,,,,,,,,,,,,,,,,,
deru,"to go out; to leave; to be published; to appear; to attend; to exit; to put out; to expend; to answer (the phone, door, etc.)",出る,place＋に＋出る (leave a place); place＋に＋; deteiku (to get out),demasu,dete,denai; demasen,deta; demashita,,derareru,,deyou,,detai,,,,,,,
dasu,"to put out; to take out [of]; to submit; to publish; to serve (food); to extract; to send (mail); to hand in; to get out (a notebook, pen, etc.); to reveal; to show",出す,"ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)ゴミをだします(take out the trash)
kore wa dashite kudsai. (Please send this.)
kore o amerika ni soku tatsu de dashite kudsai. (Please send this to the U.S. by special delivery.); ginkou de okane wo dashimashita. (I took money out of the bank.)",dashimasu,dashite,dasanai; dashimasen,dashita,dasanakatta,daseru,dashinasai; dase; dasu na,,,dashitai,,,dasaseru,,,,
