word,mark,definition,pronunciation,example
provide; provision [of],,,,
"provident, improvident",,possessing prudent foresight; preparing for the future; frugal,,
provincial,,limited in scope; narrow,,
provision; provisional; provisioned,,conditional; temporary; tentative,,
provoke; provocative; provocation,,exciting; attracting attention,,
prowess,,exceptional skill and bravery,PROW iss,"prowess of the Sioux chief, Crazy Horse; prowess as the world's leading player; prowess in battle"
proximate; proximately,,"pertaining to the immediately preceding event, or push, or causative factor",,
proximity,,"nearness in place/space, time, order, occurrence, or relation","Although his presence was sporadic and invisible, just the thought of his proximity delighted and intimidated me.",
proxy,,,,
"prudent, prudence",,showing care and foresight,,
pry,,,,
pseudonym,,a false name; an alias,SOO duh nim,
psyche,,the human soul; the mind; the spirit,SYE kee,
pulsating,,,,
pulse [of],,,,
pultry,,,,
punctual,,prompt,,
punctuate; punctuated [by],,,,
puncture,,,,
pundit; pundits,,an expert in a particular field; an authority; a learned person,PUN dit,
pungent,,sharp-tasting or sharp-smelling; acrid; caustic,PUN junt,
punishable [by],,,,
punitive,,inflicting a punishment,PYOO nuh tiv,
purge,,,,
"purport; purports, purportedly",,claiming to be something you are not; pretending to do something you aren't in fact doing,per PORT; purported ability,
purportedly,,,,
pursuant [to],,according; in a manner conformable,per soo uhnt,
pursue; pursuit; pursued [by],,,,
pursuit,,,,
purveyor [of],,,,
purview,,"the range of operation, authority, control, concern",pur-vyoo,
pushback,,,,
putative; putatively,,commonly regarded as such; reputed; supposed,,putatively miraculous deeds
putz (n - slang),,fool; jerk,,
puzzling,,,,
quackary,,,,
quagmire,,,stuck in a quagmire,
quaint,,pleasantly old-fashioned; picturesque,kwaynt,
qualifier,,limiting idea,,
qualify,,to modify or restrict,,
quality,,,trait; characteristic,
qualm,,an uneasy feeling or pang of conscience as to conduct,,
quandary,,"a state of perplexity or uncertainty, predicament, dilemma; doubt; a difficult or uncertain situation",KWAHN dree,in a quandary; Bob's quandary was to stay home or go out
quantum,,,,
quarrelsome,,contentious,,
quash,,to repress or subdue completely,,
quasi,,almost; near; resembling,KWAYH zee; KWAY zye,
quell; quelled,,to put down forcibly; to suppress; put an end to,KWELL,
querulous,,complaining; grumbling; whining,KWER uh lus,
questionnaire,,,,
quibble,,to argue over a minor mater; to voice a niggling objection,KWIB ul,
latin: quid pro quo,,something that is given or taken in return for something else,kwid proh kwoh,
quiescent,,"quiet, stilll, or at rest; inactive",kwee ES sint,
quintessential,,The most perfect or typical example of tis categroy or kind,kwin tuh SEN chul,
quintile,,,,
quip,,"a clever or witty remark or comment; a sharp, sarcastic remark; a cutting jest; a quibble",,
quirk,,"a peculiarity of action, behavior, or personality; mannerism; an unaccountable act or event",kwurk,Watch out for the horse's quirk; he bucks every time he sneezes.; a quirk of fate
quisling,,A traitor; a person who conspires with the enemy,,
quiver,,to shake with a slight but rapid motion; vibrate tremulously,,
quixotic,,romantic or idealistic to a foolish or impractical degree,kwik SAHT ik,"The word 'quixotic' derives from a Spanish novel in which the hero, Don Quixote, is idealistic to an impractical degree.; Putting all taxpayers on the honor system is a quixotic suggesion.; She had the most quixotic ideas of what her life would be like if she ever won the lottery."
quizzical,,,,
"quote,unqote; quotation",,,air quotation; air quotes,
rack; racked,,,racked with insecurity,
racket,,"a dishonest scheme, trick, business, activity",,
radiate,,,,
"radical, radically",,,radical cures,
rage,,,,
rally,,,rally support [for]; rallying point,
ramification,,a consequence; a branching out,,
rancor; rancorous  ,,"bitter, long-lasting ill will or resentment",RANG kur,
rancorous,,"marked by bitter, deep-seated ill-will",RANK er us,
rant,,,,
rapacious; rapacity,,greedy; ravenous,,
rapport,,,build rapport,
rare; rarity,,,,
rash; rashly; rashness,,"acting out of haste, impetuous, impulsive",rashly opine,
"ratably (adv, adj)",,,,
rather [than],,,,
rationale,,,,
rattle; rattled,,to make frightened or anxious; to stir up anxiety,I was rattled.,
ravage,,,,
ravenous,,,,
raze,,to level to the ground; demolish,RAYZ,
react; reactive,,,,
readily,,,readily fits,
readiness,,,,
realistic; unrealistic,,,,
reason,,,,
reasonable,,"moderate, common",,
reassure; reassured; reassuring; reassurance,,,,
rebuff; rebuffed [by],,reject (someone or something) in an abrupt or ungracious manner,,
rebuke,,to criticize sharply,,
rebut; rebuttal,,to contradict; to argue in opposition to; a contradictory response,,
recalcitrant,,stubbornly defiant of authority or control; disobedient,,
recant,,withdraw and reject original statement,,
recapitulate,,"to review by a brief summary, as at the end of a speech or discussion; summarize",,
recast,,,,
uneventful,,without important or striking happenings,,
"recede; receding, recession; recessed",,"to go back, move back, withdraw, retreat",,
receive; reception [of],,,,
receptive; receptivity,,,,
recession,,a period in which real GDP falls at least 2 consecuitve quarters,,
recind; recision,,the act of rescinding or canceling,,
reciprocal,,,,
reciprocate; reciprocity,,to mutually take or give; to respond in kind,ree SIP ro kayt,
recite; recittal,,,,
reclusive,,,,
reclusive,,seeking or preferring seclusion or isolation,ree KLOO siv,
recompense,,,,
reconcile,,to make compatible with,,
recondite,,hard to understand; beyond the reach of ordinary comprehension and knowledge,REK un dyte,
"recount, recounted",,,,
recourse,,,,
recriminate; recrimination,,to answer an accuser by accusing him in return; a bitter counteraccusation; blame,They recriminated constantly over the most trivial setbacks; each blaming the other whenever anything went wrong.,
rectify; rectification,,,,
rectitude,,moral uprightness; righteousness,REK ti tood,
"recur, recursive",,"of, relating to, or constituting a procedure that can repeat itself indefinitely",,
recur; recurring; recurrence,,,,
recusal,,,,
recuse; recuses,,"to reject or challenge (a judge or juror) as disqualified to act, especially because of interest or bias; to reject or challenge (a judge or juror) as disqualified to act, especially because of interest or bias",,
redact,,,,
redolent; redolence,,fragrant; arromatic; suggestive,RED uh lint,
redouble,,to make twice as great; to double,re DUB ul,
redress,,reparation; compensation; making amends for a wrong,REE dres,
redress,,to remedy; to make amends for,ri DRES,
reducible,,,,
reducibly complex,,,,
redundant,,unnecessarily repetitive; excessive,,
reeling,,,,
referendum,,a public vote on a measure proposed or passed by a legislature,ref uh REN dum,
reflective,,,,
reflexive; reflexively,,,react reflexively,
"reform, reformation",,,,
refractory,,resisting control or authority,,
refrain [from],,to abstain from an impulse; to hold back,,
refuge,,,,
refuse [to]; refusal [to/of],,,,
"refute; unrefuted, refutation",,to disprove; to prove to be false,,
regaled,,Entertain or amuse (someone) with talk,rih-gayl,
"regard, regarded",,,,
regardless [of],,,,
regiment; regimented,,,,
regress; regressive; regressing; regression,,,,
"regret, regrettably",,,,
regularity,,,,
rehearsal,,,sense of rehearsal,
reiterate,,to say again; to repeat,,
reiterate,,,,
reject,,,abstain,
rejuvenate,,to make young and strong again,,
relay,,,,
relegate; relegation,,to banish; to send away,,
"relent, relentless",,continuous; unstoppable,,
relented,,,,
relevant,,,,
relic,,,,
relieve; relief,,,,
relinquish; relinquished,,to give up or abandon; to release or let go of; to surrender,rah LING kwish,
relished,,take pleasure in,,
reluctant; reluctantly; reluctance,,,,
remark,,,,
remarkable; remarkably,,,,
remedial,,,,
remediate; remediation,,,,
reminisce; reminiscent,,the act or practice of recalling the past,rem uh NISS,"feeling nostalgic, we reminisced for hours; reminiscent qualities in his art brought back fond memories of Paris in 1981; After my mother died, it was hard not to reminisce about all the great times we had together."
remiss; remissness,,"negligent; characterized by negligence or carelessness, languid","ree MISS
remiss in dutiesree MISS
remiss in duties",
remission,,the temporary or permanent disappearance of a disease; pardon,ri MISH un,
"remit, remittance",,,,
remnant,,,,
remonstrate,,"to say or plead in protest, objection, or disapproval",RIH mon streyt,
remorse; remorseful,,a strong feeling of sadness or guilt for some misdeed,rih MAWRS,buyer's remorse
remote; remotely; remoteness [of],,,,
remuneration,,payment; recompense,ri myoo nuh RAY shun,
render,,to make; to cause to be; to provide; to depict,REN dur,
rennaissance,,"a revival or rebirth, esp of culture and learning",,
renounce; renunciation,,"to give up formally or resign; to refuse to follow, obey, or recognize any further",ree NOWNTS,
reparation; reparatory,,paying back; making amends; compensation,,a sort of reparatory admissions has been adopted at major universities
repatriate; repatriation,,,,
"repeal, repel, repulsion",,,,
repeat; repeated; repeatedly,,,,
repercussion,,a consequence; an indirect effect,,
repetitious,,,,
replenish,,to fill again; to resupply; to restore,,
"replete [with], repletion",,abundantly provided; completely filled; plentifully supplied,,
replicate,,,,
repository,,a place where something is deposited or stored,,
reprehensible,,culpable; deserving of blame and censure,,
representative,,,,
repress; repressive; repression,,subdue or put down,,
reprieve; reprieval,,a postponement of punishment; pardon,,
reprimand; reprimanded [by],,,,
reprisal,,act of revenge,,
reprise,,,,
reproach; reproached; reproachful,,"to scold, usually in disappointment; to blame; to disgrace",,
reprobate; reprobation,,"a person who routinely commits illegal, immoral, or unethical acts without hesitation or remorse",,
reprove; reproof,,to criticize mildly,bold reproof,
repudiate; repudiated; repudiation,,"to reject with disapproval; to dispute an idea, decision, or belief; to distance oneself and refuse to be associated with someone or something",ree PYOO dee ayt,
